number	name	submit	submit_people	accept_people	average_attempt	accept	wrong	time_over	memory_over	output_over	output_type_error	runtime_error	compile_error	accept_proportion	accept_people_proportion	algorithm
7035	Recycling proteins	4	1	1	4	1	2	1	0	0	0	0	0	25	100	
7036	Grazing on the Run	8	4	4	1.75	5	3	0	0	0	0	0	0	57.143	100	
7038	Cow Patterns	43	11	11	3.364	15	23	0	0	1	0	2	2	29.73	100	KMP
7039	Barn Expansion	17	5	5	1.6	9	7	1	0	0	0	0	0	62.5	100	
7040	밥 먹기	89	30	28	2.393	38	42	2	0	0	0	3	4	41.791	93.333	
7041	Dividing the Path	27	9	9	2.333	14	12	1	0	0	0	0	0	42.857	100	
7042	Cow Ski Area	11	5	5	2	6	5	0	0	0	0	0	0	50	100	
7043	Cleaning Shifts	118	34	34	3.029	40	64	9	0	0	0	3	2	33.01	100	
7044	Bad Cowtractors	48	28	28	1.714	28	18	1	0	0	0	0	1	58.333	100	
7045	Tree Cutting	37	26	25	1.36	25	8	0	0	3	0	0	1	73.529	96.154	
7053	시프트 레지스터	21	6	4	4.75	4	11	1	3	0	0	1	1	21.053	66.667	
7054	Trip	4	2	1	1	2	0	1	1	0	0	0	0	100	50	다이나믹 프로그래밍
7055	Bugs Integrated, Inc.	9	2	1	1	1	3	2	3	0	0	0	0	100	50	다이나믹 프로그래밍
7056	A decorative fence	1	1	1	1	1	0	0	0	0	0	0	0	100	100	다이나믹 프로그래밍
7057	A highway and the seven dwarfs	103	14	13	5.692	17	42	22	0	2	0	16	4	17.568	92.857	
7058	Royal guards	17	3	3	5.333	4	4	3	0	0	0	4	2	18.75	100	
7064	Air Raid	15	10	7	1.571	8	6	0	0	0	0	0	1	63.636	70	네트워크 플로우
7068	Diamonds	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
7070	Cards	4	2	2	1	3	0	0	0	0	0	0	1	100	100	조합론
7080	A New Beginning	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
7081	Reading	13	10	10	1.2	11	1	0	0	0	0	1	0	83.333	100	
7082	Strip	3	2	1	2	1	1	0	0	0	0	1	0	50	50	
7083	CPU	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
7084	Requests	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
7085	Couples	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
7086	Sailing race	6	6	6	1	6	0	0	0	0	0	0	0	100	100	
7087	Tickets	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
7088	Word counting	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
7093	The Running Man	9	2	0	0	0	9	0	0	0	0	0	0	0	0	
7094	Task Execution	2	1	0	0	0	1	0	0	0	0	0	1	0	0	
7095	Factorials	43	27	24	1.5	25	10	4	1	1	0	0	2	66.667	88.889	
7096	Street Network	1	1	0	0	0	1	0	0	0	0	0	0	0	0	
7097	Cycle Detection	3	1	0	0	0	3	0	0	0	0	0	0	0	0	
7098	QuadTrees	10	3	0	0	0	8	0	0	1	0	0	1	0	0	
7138	Robots	45	15	11	2	16	4	1	18	0	0	4	2	50	73.333	
7139	Toll	39	14	10	1.9	10	16	8	2	0	0	2	1	52.632	71.429	
7140	데이터 만들기 1	275	87	75	2.6	114	135	0	0	1	0	0	25	38.462	86.207	
7141	데이터 만들기 2	197	50	45	3.578	65	122	0	0	0	0	0	10	27.95	90	
7142	데이터 만들기 3	89	55	53	1.453	61	19	0	0	0	0	0	9	68.831	96.364	
7143	데이터 만들기 4	72	33	26	1.769	35	35	0	0	0	0	0	2	56.522	78.788	
7144	데이터 만들기 5	69	33	31	1.807	42	25	0	0	0	0	0	2	55.357	93.939	
7145	데이터 만들기 6	64	27	24	1.958	33	29	0	0	0	0	0	2	51.064	88.889	
7146	데이터 만들기 7	93	36	29	2.241	39	47	3	0	0	0	0	4	44.615	80.556	
7147	데이터 만들기 8	69	36	30	1.767	38	24	1	0	0	0	1	5	56.604	83.333	
7148	Winter Roads	21	4	3	4.333	4	14	1	0	1	0	0	1	23.077	75	
7149	Can of Worms	71	16	15	3.267	23	30	6	4	0	0	4	4	30.612	93.75	
7150	Automatic Trading	23	5	5	3.8	6	1	7	0	0	0	7	2	26.316	100	
7151	3D Printer	3	2	2	1.5	2	1	0	0	0	0	0	0	66.667	100	
7152	Flooding Fields	12	2	1	2	1	3	4	2	0	0	1	1	50	50	
7153	Goat Ropes	29	5	4	1.5	8	3	17	0	0	0	1	0	66.667	80	
7154	Job Postings	701	118	110	4.1	217	123	189	15	18	0	100	39	24.39	93.22	MCMF
7155	Overlapping Maps	8	5	5	1.6	5	3	0	0	0	0	0	0	62.5	100	
7156	Unreal Estate	22	4	4	5.5	4	6	0	0	5	0	1	6	18.182	100	
7157	조건문	1	1	0	0	0	0	0	0	0	0	0	1	0	0	
7158	유니폼 서브트리	24	3	2	6.5	3	2	9	9	0	0	1	0	15.385	66.667	
7159	Pack	2	2	2	1	2	0	0	0	0	0	0	0	100	100	
7160	Puzzle of numbers	1	1	0	0	0	1	0	0	0	0	0	0	0	0	
7161	Swimming pool	2	2	1	1	1	0	1	0	0	0	0	0	100	50	
7162	House construction	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
7286	Ancient Keyboard	148	76	72	1.569	80	41	0	0	2	0	23	2	63.717	94.737	
7287	등록	75154	32179	29458	2.095	31810	33484	11	0	4	0	1687	8158	47.743	91.544	출력
7288	Changing Phone Numbers	85	3	2	39.5	5	63	0	0	0	0	12	5	2.532	66.667	
7289	Entertainment	10	1	1	10	1	0	0	0	0	7	0	2	10	100	
7290	Fortune at El Dorado	7	1	1	7	1	5	0	0	0	0	1	0	14.286	100	
7291	Griddy Hobby	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
7292	Scrabble Scoring	2	2	2	1	2	0	0	0	0	0	0	0	100	100	
7293	Intercepting Missiles	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
7294	Joy of Mobile Routing	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
7295	IOI Photos	20	2	2	8	5	11	1	0	0	0	1	2	12.5	100	
7296	Vice City	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
7297	Fixing Codes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
7298	Wiping Words	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
7299	Food Cubes	9	2	2	3.5	3	0	0	0	0	0	6	0	28.571	100	
7300	Points	10	2	2	5	2	6	0	0	1	0	0	1	20	100	
7301	ACM-Telecom	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
7302	Prince of Persia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
7303	House Numbers	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
7304	Rotten Ropes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
7305	Optimal Keypad	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
7306	Hey, Pay Day!	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
7307	Unfoldung	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
7308	A DP Problem	4	2	2	2	2	2	0	0	0	0	0	0	50	100	BFS
7309	Map Labeler	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
7310	Balanced Chemical Equations	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
7311	Grandpa's Other Estate	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
7312	Afshung Pizza Delivery	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
7313	Housing Complexes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
7314	Spacecraft Malfunction	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
7315	Blue x Red = Bang	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
7316	JaWs	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
7317	Skew Binary	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
7318	Parencodings	9	6	6	1	9	0	0	0	0	0	0	0	100	100	입문용
7319	The Bermuda Triangle	0	0	0	0	0	0	0	0	0	0	0	0	0	0	고난이도
7320	Deformed Wheel	0	0	0	0	0	0	0	0	0	0	0	0	0	0	기하 알고리즘
7321	Illusive Chase	0	0	0	0	0	0	0	0	0	0	0	0	0	0	고난이도
7322	Puzzle Out	0	0	0	0	0	0	0	0	0	0	0	0	0	0	고난이도
7323	The Willy Memorial Program	0	0	0	0	0	0	0	0	0	0	0	0	0	0	고난이도
7324	Parallel Expectations	0	0	0	0	0	0	0	0	0	0	0	0	0	0	고난이도
7325	University Entrance Examination	0	0	0	0	0	0	0	0	0	0	0	0	0	0	고난이도
7326	Number Steps	202	114	108	1.657	119	64	4	4	2	0	8	1	60.335	94.737	정렬
7327	Puzzlestan	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
7328	Dynamic Declaration Language (DDL)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
7329	Color Tunnels	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
7330	Lazy Math Instructor	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
7331	Buggy Sat	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
7332	편의점 알바	81	18	9	4.667	19	52	4	4	0	0	0	2	21.429	50	이분 탐색
7333	Dolphin Pool	6	2	0	0	0	3	0	0	0	0	1	2	0	0	
7334	3002 Rubbery	1	1	0	0	0	1	0	0	0	0	0	0	0	0	
7335	(Your)((Term)((Project)))	8	3	3	2	4	4	0	0	0	0	0	0	50	100	
7336	Painting A Board	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
7337	Crossed Matchings	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
7338	Counting Rectangles	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
7339	An Old Stone Game	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
7340	Magazine Delivery	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
7341	Space Ant	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
7342	The Erythea Campaign	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
7343	달력 놀이	153	52	36	2.694	41	82	5	11	2	0	11	1	37.113	69.231	
7344	나무 막대	136	57	51	2.039	62	55	2	0	4	1	3	9	49.038	89.474	그리디 알고리즘
7345	다항식의 나머지 연산	44	18	16	1.75	18	13	0	0	1	0	10	2	57.143	88.889	
7346	유전자 함수	36	27	27	1.296	28	7	1	0	0	0	0	0	77.143	100	다이나믹 프로그래밍
7347	플립과 시프트	157	61	52	2.019	68	76	1	0	1	0	0	11	49.524	85.246	
7348	테이블 옮기기	151	41	38	3.763	40	104	1	0	2	0	2	2	26.573	92.683	그리디 알고리즘
7349	Farmland	20	7	6	2	6	12	2	0	0	0	0	0	50	85.714	
7350	정사각형 부수기	46	10	2	6	2	9	22	0	0	0	3	10	16.667	20	
7351	What's In A Name?	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
7352	Sorting It All Out	1	1	1	1	1	0	0	0	0	0	0	0	100	100	
7353	Web Navigation	17	5	3	4.333	3	12	0	0	1	0	1	0	23.077	60	
7354	트리의 순서	20	15	15	1.267	16	2	1	0	0	0	1	0	78.947	100	조합론
7355	Space Station Shielding	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
7356	Roads Scholar	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
7357	Robots	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
7358	Square Ice	3	2	2	1.5	2	1	0	0	0	0	0	0	66.667	100	
7359	The Worm Turns	4	3	2	1	2	2	0	0	0	0	0	0	100	66.667	
7360	Undercut	19	13	13	1.231	16	1	0	0	0	2	0	0	81.25	100	
7361	Currency Exchange	3	1	1	2	2	1	0	0	0	0	0	0	50	100	
7362	Picnic Planning	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
7363	Rational Approximation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
7364	Checker's Check	0	0	0	0	0	0	0	0	0	0	0	0	0	0	시뮬레이션
7365	Ride My Bicycle	13	12	12	1.083	12	1	0	0	0	0	0	0	92.308	100	
7366	Counting Sheep	117	63	63	1.81	65	17	0	0	0	33	0	2	55.263	100	
7367	Sequence	8	6	6	1.333	6	2	0	0	0	0	0	0	75	100	
7368	Untidy Desktops	1	1	1	1	1	0	0	0	0	0	0	0	100	100	
7369	Maya Calendar	10	3	2	2.5	2	5	0	0	0	0	1	2	40	66.667	
7370	Transportation	7	2	2	3.5	2	3	0	0	0	0	0	2	28.571	100	
7371	John's trip	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
7374	Joseph	8	6	5	1.2	6	0	1	0	0	0	0	1	83.333	83.333	
7375	Cipher	0	0	0	0	0	0	0	0	0	0	0	0	0	0	조합론
7377	Word Encoding	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
7378	Watchdog	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
7379	Taxi Cab Scheme	33	7	7	3.429	9	22	1	0	0	0	1	0	29.167	100	
7380	Pseudo-random Numbers	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
7381	Card Game Cheater	4	2	2	1.5	2	1	0	0	0	0	1	0	66.667	100	
7382	Investment	0	0	0	0	0	0	0	0	0	0	0	0	0	0	다이나믹 프로그래밍
7383	Pipes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
7384	SETI	4	3	3	1.333	3	1	0	0	0	0	0	0	75	100	정수론
7385	Minimax Triangulation	1	1	1	1	1	0	0	0	0	0	0	0	100	100	
7417	Team them up!	3	2	1	1	1	2	0	0	0	0	0	0	100	50	그래프 이론
7418	Brackets sequence	8	2	2	1.5	6	2	0	0	0	0	0	0	66.667	100	다이나믹 프로그래밍
7419	Cable master	118	18	13	4.923	21	89	3	0	0	0	3	2	20.312	72.222	
7420	맹독 방벽	216	56	52	2.731	83	119	0	0	1	0	4	9	36.62	92.857	볼록 껍질
7421	Chemical reactions	1	1	1	1	1	0	0	0	0	0	0	0	100	100	구현
7422	Statistical trouble	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
7423	Library	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
7424	숫자 쌍	27	9	6	2.333	6	7	8	0	0	0	2	4	42.857	66.667	
7432	디스크 트리	387	109	92	2.804	142	93	2	4	41	7	76	22	35.659	84.404	구현
7441	False coin	27	11	11	2.091	12	15	0	0	0	0	0	0	47.826	100	
7442	Rating	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
7443	Fence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	기하 알고리즘
7444	Parliament	11	5	4	2.25	4	6	0	0	1	0	0	0	44.444	80	
7445	Defragment	5	1	1	5	1	4	0	0	0	0	0	0	20	100	
7449	The mysterious X network	2	1	0	0	0	0	0	2	0	0	0	0	0	0	
7450	Bin Packing	5	3	3	1.667	3	2	0	0	0	0	0	0	60	100	
7452	Buy or Build	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
7453	합이 0인 네 정수	9270	1604	1222	4.796	2028	3201	2300	710	54	4	529	453	20.85	76.185	브루트 포스
7459	Angry Teacher	20	4	4	3.75	9	0	8	0	0	0	3	0	26.667	100	
7462	Drawing Windows	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
7466	젖과 꿀의 땅	11	7	7	1.286	8	3	0	0	0	0	0	0	77.778	100	
7469	K번째 수	4744	1121	653	3.221	1259	490	2064	95	54	0	452	330	31.051	58.252	정렬
7476	최대 공통 증가 수열	1660	219	131	6.763	269	953	115	59	0	0	176	88	14.786	59.817	다이나믹 프로그래밍
7481	ATM놀이	509	144	121	3.066	144	185	98	18	2	0	34	28	32.615	84.028	
7482	상자 만들기	299	138	134	1.881	151	124	0	0	0	0	4	20	53.175	97.101	
7483	Weird sort	85	18	11	4	13	53	8	5	0	0	4	2	25	61.111	
7484	Bowling	63	26	24	2	32	30	0	0	0	0	0	1	50	92.308	
7485	Exam	14	1	0	0	0	14	0	0	0	0	0	0	0	0	
7486	Platforms	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
7487	The Very Greatest Common Divisor	66	24	21	2.095	33	6	3	3	0	0	8	13	47.727	87.5	
7488	앵그리 라바	37	7	5	5.4	5	21	8	0	0	0	0	3	18.519	71.429	
7489	팩토리얼	767	316	282	2.227	332	334	38	0	8	0	27	28	44.904	89.241	
7490	0 만들기	419	185	162	1.988	188	145	2	0	1	32	7	44	50.311	87.568	
7491	Lucky Controller	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
7492	Bukazoids	11	5	5	1.6	5	4	0	0	0	0	2	0	62.5	100	
7493	Collisions	13	2	2	3	8	2	0	0	0	0	2	1	33.333	100	
7494	Dancers	2	2	2	1	2	0	0	0	0	0	0	0	100	100	
7495	Embassy	3	2	0	0	0	3	0	0	0	0	0	0	0	0	
7496	Dictionary of Obscene Words	8	1	0	0	0	6	0	0	0	0	0	2	0	0	
7497	Greatest Product	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
7498	Fractal Cake	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
7499	Hexaroman Numbers	13	2	2	1	13	0	0	0	0	0	0	0	100	100	
7500	Beam in Tunnel	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
7501	Key	8	2	1	3	1	5	2	0	0	0	0	0	33.333	50	
7502	Game on Chessboard	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
7503	Dart Challenge	23	8	7	2.571	10	5	4	0	0	0	2	2	38.889	87.5	
7504	Online Shopping	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
7505	Playground Hideout	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
7506	Rain on your Parade	1	1	0	0	0	0	1	0	0	0	0	0	0	0	
7507	올림픽 게임	326	91	84	3.071	111	114	28	24	7	9	25	8	32.558	92.308	
7508	Filthy Rich	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
7509	Robotic Invasion	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
7510	고급 수학	1308	639	629	1.914	690	391	0	2	3	141	36	45	52.243	98.435	
7511	소셜 네트워킹 어플리케이션	155	64	61	2.049	76	30	11	10	1	11	6	10	48.8	95.313	
7512	연속하는 소수의 합	468	57	40	6.025	57	185	70	26	1	11	106	12	16.598	70.175	
7513	준살 프로그래밍 대회	125	81	79	1.443	85	15	0	2	0	15	6	2	69.298	97.531	
7514	Palindromes	1	1	1	1	1	0	0	0	0	0	0	0	100	100	
7515	Prehistoric Operating Systems	5	4	4	1.25	4	1	0	0	0	0	0	0	80	100	
7516	알렉산드리아의 디오판토스	32	13	12	2	17	4	4	0	0	0	2	5	50	92.308	
7517	Tudoku	12	8	8	1.5	8	1	1	0	0	1	0	1	66.667	100	
7518	Traveling Queen Problem	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
7519	Mine Map	2	1	1	2	1	0	0	1	0	0	0	0	50	100	
7520	Knights of the Round Table	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
7522	Relocation	2	2	1	1	1	0	1	0	0	0	0	0	100	50	
7523	Gauß	678	344	326	1.742	369	218	14	0	1	41	21	14	57.394	94.767	
7524	Kick-Tipp	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
7525	Number Tricks	5	2	2	2	3	1	0	0	0	1	0	0	50	100	
7526	Citystar	1	1	1	1	1	0	0	0	0	0	0	0	100	100	
7527	Escape	2	1	1	2	1	0	1	0	0	0	0	0	50	100	
7528	Holiday Gifts	17	5	4	3.25	5	12	0	0	0	0	0	0	30.769	80	
7529	Soccer	11	2	2	5.5	2	3	0	0	0	1	5	0	18.182	100	
7530	Stamps	1	1	1	1	1	0	0	0	0	0	0	0	100	100	
7531	A Knight’s Journey	26	3	3	3.667	12	10	1	0	0	2	0	1	27.273	100	
7532	Dart Scoring	7	2	2	2	4	0	0	0	0	3	0	0	50	100	
7533	Pimp My Ride	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
7534	Scavenger Hunt	3	1	0	0	0	0	0	0	3	0	0	0	0	0	
7535	A Bug’s Life	210	87	83	1.94	99	64	0	0	1	20	21	5	51.553	95.402	2-SAT
7536	Jamie's Contact Groups	8	3	3	2.667	3	4	1	0	0	0	0	0	37.5	100	
7537	Acid Text	40	3	3	10.667	10	11	2	0	0	10	5	2	9.375	100	
7538	Incomplete chess boards	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
7539	Military Recruit	2	2	2	1	2	0	0	0	0	0	0	0	100	100	플로이드 와샬 알고리즘
7540	Strategies	6	3	2	2.5	2	3	0	0	0	1	0	0	40	66.667	
7541	StuPId	4	2	2	2	2	2	0	0	0	0	0	0	50	100	
7542	Forest Fires	2	2	2	1	2	0	0	0	0	0	0	0	100	100	
7543	Pia’s Party	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
7544	Castle Walls	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
7545	DNA Laboratory	41	1	1	41	1	5	9	3	0	2	16	5	2.439	100	다이나믹 프로그래밍
7546	소수의 주기	4	2	2	2	2	1	0	0	0	0	1	0	50	100	
7547	Heavy Transportation	1	1	1	1	1	0	0	0	0	0	0	0	100	100	
7548	Dory’s Phonebook	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
7549	Yeehaa!	22	14	12	1.417	12	5	0	0	0	2	0	3	70.588	85.714	
7550	Magic Trick	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
7551	Formula Racing	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
7552	Ancient Plates	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
7553	Box Art	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
7554	Brainman	9	6	6	1.5	6	1	0	0	0	2	0	0	66.667	100	
7555	Friends	7	1	1	6	1	4	0	0	0	0	1	1	16.667	100	
7556	Manhattan 2025	5	1	1	5	1	1	0	0	0	3	0	0	20	100	
7557	Mayan Dates	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
7558	제곱잉여	49	14	13	3	18	25	2	0	1	0	0	3	33.333	92.857	
7559	Regetni	1	1	1	1	1	0	0	0	0	0	0	0	100	100	
7560	Cocktails	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
7561	크래머의 공식	67	9	5	6.4	15	39	0	0	0	9	3	1	15.625	55.556	
7562	나이트의 이동	13222	4595	4434	2.282	5855	4088	391	204	84	3	1483	1114	43.827	96.496	BFS
7563	Rat Attack	8	6	6	1.333	6	0	0	0	0	0	2	0	75	100	브루트 포스
7564	Automatic Poetry	5	2	2	2	3	0	0	0	0	0	2	0	50	100	
7565	Ranking List	6	2	1	1	1	5	0	0	0	0	0	0	100	50	
7566	Ship Journey	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
7567	그릇	5667	3238	3170	1.46	3772	1160	54	7	3	3	171	497	68.511	97.9	
7568	덩치	8503	4607	4449	1.619	5015	2655	51	5	24	36	267	452	61.783	96.57	브루트 포스
7569	토마토	17156	4924	4427	2.727	6147	6264	1286	486	276	12	1726	955	36.678	89.907	BFS
7570	줄 세우기	2662	876	696	2.536	947	878	523	4	12	0	170	128	39.433	79.452	
7571	점 모으기	2102	589	490	2.896	622	769	249	121	9	1	206	125	34.531	83.192	
7572	간지(干支)	2703	1469	1380	1.646	1559	947	9	1	13	3	36	135	60.766	93.941	
7573	고기잡이	2400	550	425	3.817	589	1089	265	169	20	0	167	101	26.202	77.273	
7574	개구리	444	96	54	3.833	77	154	130	16	11	0	28	28	26.087	56.25	
7575	바이러스	597	213	171	2.14	249	195	49	15	4	2	35	48	46.721	80.282	
7576	토마토	50617	11380	9972	3.305	15686	16440	6953	1782	1215	78	5164	3334	30.254	87.627	BFS
7577	탐사	689	180	129	2.674	169	234	169	33	1	0	48	34	37.391	71.667	
7578	공장	4697	1204	1038	3.015	1642	1704	732	6	19	1	383	210	33.163	86.213	세그먼트 트리
7579	앱	3991	1176	1065	2.67	1524	1488	392	132	39	2	372	185	37.46	90.561	다이나믹 프로그래밍
7580	Team Selection	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
7581	Cuboids	25	24	24	1.042	24	1	0	0	0	0	0	0	96	100	
7582	On the Bus	40	12	11	2.909	13	26	0	0	0	0	0	1	34.375	91.667	
7583	Jumbled Words	73	34	33	1.455	34	8	1	0	6	3	12	9	68.75	97.059	
7584	Noughts & Crosses	11	8	8	1.125	9	2	0	0	0	0	0	0	88.889	100	
7585	Brackets	226	38	31	5.903	34	80	9	0	4	0	55	44	16.94	81.579	
7586	Untied Airlines	1	1	1	1	1	0	0	0	0	0	0	0	100	100	
7587	Anagrams	88	28	27	1.667	49	19	0	0	1	0	13	6	60	96.429	
7588	Amicable	11	3	0	0	0	2	0	0	0	9	0	0	0	0	
7589	Balanced Change	5	1	0	0	0	2	0	0	0	0	0	3	0	0	
7590	Expressions	9	1	0	0	0	8	0	0	0	0	0	1	0	0	
7591	Circles	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
7592	Stars	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
7593	Missing Letters	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
7594	Jury Compromise	1	1	1	1	1	0	0	0	0	0	0	0	100	100	
7595	Triangles	126	103	103	1.175	106	11	2	1	1	0	0	5	85.124	100	
7596	MP3 Songs	174	113	113	1.443	121	39	0	0	1	0	2	11	69.325	100	
7597	Tennis	35	31	31	1.129	31	4	0	0	0	0	0	0	88.571	100	
7598	Bookings	16	16	16	1	16	0	0	0	0	0	0	0	100	100	
7599	Library Codes	25	13	12	1.25	13	12	0	0	0	0	0	0	80	92.308	
7600	문자가 몇갤까	602	395	391	1.381	429	72	4	0	25	0	18	54	72.407	98.987	
7601	Outfits	9	8	8	1.125	8	1	0	0	0	0	0	0	88.889	100	
7602	Exercise	4	4	4	1	4	0	0	0	0	0	0	0	100	100	
7603	Queen Kingdom	6	3	2	2.5	2	2	2	0	0	0	0	0	40	66.667	
7604	Reconstruction Trees	75	23	18	3.389	18	45	0	5	0	0	4	3	29.508	78.261	
7605	Traffic Engineering	3	2	2	1.5	2	1	0	0	0	0	0	0	66.667	100	
7606	The Race	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
7607	리스트 계산기	19	2	2	9.5	2	12	2	0	0	0	3	0	10.526	100	
7608	Bargain or No Bargain	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
7610	Synchronization	23	5	5	3.8	7	3	7	0	0	0	5	1	26.316	100	
7611	Watching	42	15	14	1.786	20	15	5	0	0	0	1	1	56	93.333	
7612	SSSP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
7613	보이 스카우트	32	14	14	1.643	20	11	1	0	0	0	0	0	60.87	100	다이나믹 프로그래밍
7614	Parity	72	6	6	10	17	30	21	2	0	0	1	1	10	100	시뮬레이션
7615	해싱	141	33	5	3.2	5	7	77	2	1	0	42	7	31.25	15.152	
7616	교실로 가는 길	584	78	63	5.333	136	229	21	44	6	0	130	18	18.75	80.769	네트워크 플로우
7617	Company	3	2	2	1.5	2	0	0	0	0	0	1	0	66.667	100	
7618	트리 유사도	12	3	2	4.5	2	3	0	3	0	0	2	2	22.222	66.667	다이나믹 프로그래밍
7619	음식값	9	3	1	3	2	7	0	0	0	0	0	0	33.333	33.333	
7620	편집 거리	820	87	50	8.06	168	295	43	159	11	0	65	79	12.407	57.471	
7621	Fish Catch	18	6	6	3	6	12	0	0	0	0	0	0	33.333	100	
7622	The (Bayesian) Hound and the Hare	2	1	1	2	1	1	0	0	0	0	0	0	50	100	
7623	무한 게임	22	8	3	3	4	12	6	0	0	0	0	0	33.333	37.5	
7624	Minesweeper	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
7625	Space Boomerang	4	1	1	4	1	3	0	0	0	0	0	0	25	100	
7626	직사각형	688	121	105	3.914	218	212	37	24	3	0	147	47	25.547	86.777	
7627	스패닝 트리	92	20	12	4.75	13	43	13	0	5	0	10	8	21.053	60	
